iter	Passed	Remaining
476	634	695
477	635	693
478	636	692
479	636	690
480	637	688
481	638	686
482	640	685
483	640	683
484	641	681
485	642	679
486	643	677
487	643	675
488	644	673
489	645	671
490	646	670
491	647	668
492	648	666
493	648	664
494	649	662
495	650	660
496	650	658
497	651	656
498	652	654
499	653	653
500	654	651
501	655	650
502	656	648
503	657	646
504	658	645
505	658	643
506	659	641
507	660	639
508	661	638
509	662	636
510	663	634
511	663	632
512	664	630
513	665	628
514	665	627
515	666	625
516	667	623
517	668	621
518	676	627
519	677	625
520	678	623
521	679	621
522	679	620
523	680	618
524	681	616
525	681	614
526	682	612
527	683	610
528	684	609
529	687	609
530	688	607
531	688	606
532	689	604
533	691	603
534	691	601
535	692	599
536	693	597
537	694	595
538	694	594
539	695	592
540	696	590
541	697	588
542	697	587
543	698	585
544	699	584
545	700	582
546	701	581
547	702	579
548	703	577
549	704	576
550	705	574
551	706	573
552	706	571
553	707	569
554	708	568
555	709	566
556	710	564
557	710	563
558	711	561
559	712	559
560	713	558
561	713	556
562	715	555
563	716	553
564	717	552
565	718	550
566	719	549
567	720	547
568	720	546
569	721	544
570	722	542
571	723	541
572	724	539
573	725	538
574	725	536
575	726	534
576	727	533
577	728	531
578	729	530
579	731	529
580	732	528
581	733	526
582	734	525
583	735	523
584	736	522
585	736	520
586	737	519
587	738	517
588	739	515
589	740	514
590	740	512
591	741	511
592	742	509
593	743	507
594	743	506
595	745	505
596	746	504
597	747	502
598	748	501
599	749	499
600	750	497
601	750	496
602	751	494
603	752	493
604	753	491
605	754	490
606	754	488
607	755	487
608	756	485
609	756	483
610	757	482
611	758	480
612	759	479
613	761	478
614	762	477
615	763	475
616	763	474
617	764	472
618	766	471
619	766	470
620	767	468
621	768	467
622	769	465
623	770	464
624	770	462
625	771	460
626	772	459
627	773	457
628	774	456
629	775	455
630	777	454
631	777	452
632	778	451
633	779	450
634	780	448
635	781	447
636	781	445
637	782	444
638	783	442
639	783	440
640	784	439
641	785	437
642	786	436
643	786	435
644	787	433
645	788	432
646	790	431
647	791	429
648	792	428
649	792	426
650	793	425
651	794	424
652	795	422
653	796	421
654	797	420
655	798	418
656	799	417
657	799	415
658	800	414
659	801	412
660	802	411
661	802	409
662	803	408
663	807	408
664	808	407
665	808	405
666	809	404
667	810	402
668	811	401
669	812	400
670	812	398
671	813	397
672	814	395
673	815	394
674	816	393
675	817	391
676	817	390
677	818	388
678	820	387
679	820	386
680	821	384
681	822	383
682	823	382
683	824	380
684	825	379
685	826	378
686	826	376
687	827	375
688	828	373
689	829	372
690	829	371
691	830	369
692	831	368
693	832	366
694	832	365
695	833	364
696	835	363
697	836	361
698	837	360
699	838	359
700	839	358
701	840	356
702	841	355
703	842	354
704	843	352
705	844	351
706	844	350
707	845	348
708	846	347
709	847	346
710	847	344
711	849	343
712	850	342
713	851	341
714	852	339
715	853	338
716	854	337
717	855	336
718	856	334
719	857	333
720	858	332
721	858	330
722	859	329
723	860	327
724	861	326
725	861	325
726	862	323
727	863	322
728	865	321
729	867	320
730	868	319
731	869	318
732	870	317
733	871	315
734	872	314
735	873	313
736	874	312
737	875	310
738	876	309
739	876	308
740	877	306
741	880	306
742	881	304
743	882	303
744	883	302
745	884	301
746	886	300
747	887	298
748	888	297
749	889	296
750	890	295
751	890	293
752	891	292
753	892	291
754	895	290
755	896	289
756	898	288
757	900	287
758	901	286
759	902	285
760	903	283
761	904	282
762	905	281
763	906	279
764	907	278
765	908	277
766	910	276
767	911	275
768	912	274
769	913	272
770	914	271
771	915	270
772	916	269
773	917	267
774	918	266
775	919	265
776	920	264
777	921	262
778	921	261
779	922	260
780	943	264
781	944	263
782	945	262
783	946	260
784	947	259
785	948	258
786	949	257
787	950	255
788	951	254
789	952	253
790	953	251
791	954	250
792	954	249
793	957	248
794	959	247
795	960	246
796	961	244
797	962	243
798	962	242
799	963	240
800	964	239
801	965	238
802	965	236
803	966	235
804	967	234
805	968	232
806	968	231
807	969	230
808	971	229
809	972	228
810	973	226
811	974	225
812	975	224
813	976	223
814	977	221
815	977	220
816	978	219
817	979	217
818	980	216
819	981	215
820	981	214
821	982	212
822	983	211
823	984	210
824	986	209
825	987	208
826	989	206
827	989	205
828	990	204
829	991	203
830	992	201
831	993	200
832	994	199
833	994	198
834	995	196
835	996	195
836	997	194
837	997	192
838	998	191
839	999	190
840	1001	189
841	1002	188
842	1002	186
843	1003	185
844	1004	184
845	1005	182
846	1006	181
847	1006	180
848	1007	179
849	1008	177
850	1009	176
851	1010	175
852	1010	174
853	1011	172
854	1012	171
855	1013	170
856	1013	169
857	1016	168
858	1017	166
859	1018	165
860	1018	164
861	1019	163
862	1020	161
863	1021	160
864	1022	159
865	1022	158
866	1023	157
867	1024	155
868	1025	154
869	1026	153
870	1027	152
871	1027	150
872	1029	149
873	1032	148
874	1032	147
875	1033	146
876	1034	145
877	1035	143
878	1036	142
879	1037	141
880	1038	140
881	1038	139
882	1039	137
883	1040	136
884	1041	135
885	1042	134
886	1043	132
887	1045	131
888	1046	130
889	1047	129
890	1048	128
891	1049	127
892	1050	125
893	1051	124
894	1052	123
895	1053	122
896	1054	121
897	1054	119
898	1055	118
899	1056	117
900	1057	116
901	1058	114
902	1059	113
903	1060	112
904	1062	111
905	1063	110
906	1063	109
907	1064	107
908	1065	106
909	1066	105
910	1067	104
911	1067	103
912	1068	101
913	1069	100
914	1070	99
915	1071	98
916	1071	97
917	1072	95
918	1073	94
919	1074	93
920	1075	92
921	1076	91
922	1077	89
923	1078	88
924	1079	87
925	1080	86
926	1081	85
927	1082	83
928	1082	82
929	1083	81
930	1084	80
931	1085	79
932	1086	77
933	1086	76
934	1087	75
935	1088	74
936	1089	73
937	1090	72
938	1091	70
939	1092	69
940	1093	68
941	1093	67
942	1094	66
943	1095	64
944	1096	63
945	1097	62
946	1098	61
947	1098	60
948	1099	59
949	1100	57
950	1101	56
951	1101	55
952	1102	54
953	1103	53
954	1104	52
955	1105	50
956	1107	49
957	1108	48
958	1109	47
959	1110	46
960	1110	45
961	1111	43
962	1112	42
963	1113	41
964	1114	40
965	1115	39
966	1115	38
967	1116	36
968	1117	35
969	1118	34
970	1118	33
971	1119	32
972	1121	31
973	1121	29
974	1122	28
975	1123	27
976	1124	26
977	1125	25
978	1125	24
979	1126	22
980	1127	21
981	1128	20
982	1129	19
983	1130	18
984	1131	17
985	1131	16
986	1132	14
987	1133	13
988	1134	12
989	1136	11
990	1137	10
991	1137	9
992	1138	8
993	1139	6
994	1140	5
995	1141	4
996	1142	3
997	1142	2
998	1143	1
999	1144	0
